policy,latency_ms,P_gt
MinLoad-1,30.335393,0.8385519255586498
MinLoad-1,30.429849,0.8361067717177206
MinLoad-1,30.479849,0.8336616178767914
MinLoad-1,30.529849,0.8312164640358622
MinLoad-1,30.629849,0.8287713101949331
MinLoad-1,30.679849,0.826326156354004
MinLoad-1,30.779849,0.8238810025130747
MinLoad-1,30.829849,0.8214358486721456
MinLoad-1,30.929849,0.8189906948312164
MinLoad-1,30.979849,0.8165455409902873
MinLoad-1,31.079849,0.8141003871493582
MinLoad-1,31.179849,0.811655233308429
MinLoad-1,31.279849,0.8092100794674999
MinLoad-1,31.379849,0.8067649256265707
MinLoad-1,31.479849,0.8043197717856415
MinLoad-1,31.535393,0.8018746179447124
MinLoad-1,31.685393,0.7994294641037831
MinLoad-1,31.779849,0.796984310262854
MinLoad-1,31.885393,0.7945391564219249
MinLoad-1,31.985393,0.7920940025809957
MinLoad-1,32.179849,0.7896488487400666
MinLoad-1,32.329849,0.7872036948991374
MinLoad-1,32.435393,0.7847585410582083
MinLoad-1,32.579849,0.782313387217279
MinLoad-1,32.729849,0.7798682333763499
MinLoad-1,32.829849,0.7774230795354208
MinLoad-1,32.985393,0.7749779256944916
MinLoad-1,33.135393,0.7725327718535624
MinLoad-1,33.285393,0.7700876180126333
MinLoad-1,33.385393,0.7676424641717041
MinLoad-1,33.529849,0.765197310330775
MinLoad-1,33.679849,0.7627521564898458
MinLoad-1,33.879849,0.7603070026489167
MinLoad-1,34.129849,0.7578618488079876
MinLoad-1,34.285393,0.7554166949670583
MinLoad-1,34.429849,0.7529715411261292
MinLoad-1,34.579849,0.7505263872852
MinLoad-1,34.729849,0.7480812334442708
MinLoad-1,34.879849,0.7456360796033417
MinLoad-1,35.029849,0.7431909257624125
MinLoad-1,35.185393,0.7407457719214834
MinLoad-1,35.329849,0.7383006180805542
MinLoad-1,35.429849,0.7358554642396251
MinLoad-1,35.635393,0.733410310398696
MinLoad-1,35.785393,0.7309651565577668
MinLoad-1,35.935393,0.7285200027168376
MinLoad-1,36.185393,0.7260748488759085
MinLoad-1,36.379849,0.7236296950349792
MinLoad-1,36.579849,0.7211845411940501
MinLoad-1,36.779849,0.7187393873531209
MinLoad-1,36.885393,0.7162942335121918
MinLoad-1,37.129849,0.7138490796712627
MinLoad-1,37.329849,0.7114039258303335
MinLoad-1,37.479849,0.7089587719894044
MinLoad-1,37.729849,0.7065136181484752
MinLoad-1,37.885393,0.704068464307546
MinLoad-1,38.035393,0.7016233104666169
MinLoad-1,38.329849,0.6991781566256877
MinLoad-1,38.679849,0.6967330027847585
MinLoad-1,38.935393,0.6942878489438293
MinLoad-1,39.179849,0.6918426951029002
MinLoad-1,39.385393,0.6893975412619711
MinLoad-1,39.635393,0.6869523874210419
MinLoad-1,39.835393,0.6845072335801128
MinLoad-1,40.179849,0.6820620797391836
MinLoad-1,40.429849,0.6796169258982545
